"title","category"
"A FUNDAMENTAL TEMPLATE of LOW-RESIDUE CROP PROTECTION and PRODUCTION","Others"
"A National Centre for High-End Computing","Technology"
"Equipment for Underlying Grant","Policy"
"Equipment Supplement - Atomtronics: Nanoscale Science and Technology for Future Information and Communications","Technology"
"Applications of Carbon Nanotubes in Electronic and Optoelectronic Devices","Engineering"
"The Role of the ERM Proteins in the Regulation of Beta3 Integrins.","Policy"
"A National Centre for High-End Computing","Technology"
"SFI Investigator in Biochemical Engineering","Engineering"
"Equipment Supplement for Research Professorship in Biomedical Proteomics","Biology"
"Materials & Consumables Supplement - Atomtronics: Nanoscale Science and Technology for Future Information and Communications","Technology"
"Equipment Supplement to Antidepressent efficacy following methylenedioxymethamphetamine-induced serotonin loss","Engineering"
"Targets of glucocorticoid-JNK signalling in 3D-mammary epithelial cell assemblies","Biology"
"Applications of Biotechnology to Oxidative Biotransformations of Aromatic Substrates: Utilisation and Toxicity of Bioproducts","Technology"
"Integrated Analysis of Systems of Systems","Technology"
"General Supplement to A Molecular Genetic Approach to Elucidate Brain Wiring Mechanism in Mouse","Biology"
"Software-Systems Requirements Engineering Centre (S2 REC)","Engineering"
"Development of a rapid transepithelial in vitro model that can be applied to monitor bioavailability of phytochemicals in biotechnologically enhanced novel functional and conventional foods.","Chemistry"
"Supplement to Characterization of new genes associated with cellular transformation and IGF-I Receptor function","Biology"
"CHAINS: CHAracterizing INdividual Speakers: Basic and Applied Research on Speaker Identity","Technology"
"CSET Diabetes Initiative","Others"
"Superquenching in luminescent polymers for biomolecule detection","Chemistry"
"Dilute ferromagnetic oxide multilayered structures","Physics"
"General Supplement - Applications of Carbon Nanotubes in Electronic and Optoelectronic Devices","Engineering"
"Investigation of collaborative reinforcement learning as a co-ordination model for sentient objects","Education"
"Characterisation of a cold atomic source for use in quantum engineering.","Engineering"
"Synthesis of castanospermine analogues","Chemistry"
"Effect of plasma treatment on cellular response","Physics"
"Examination of fibulin-4 proteolysis in vitro","Others"
"Characterising regulators of cone photoreceptor gene expression","Biology"
"From allenes to tetracenes:  electroluminescent organometallic materials.","Others"
"Pathobiochemical role of excitation-contraction uncoupling in the age-related decline of skeletal muscle mass and strength using proteomic subproteomic and intraproteomic analysis","Biology"
"Two-Quantum Refractive Index Engineering and Poling of Fused Silica","Engineering"
"Analysis and Modeling Technologies for Low-Noise RF and Microwave Oscillators","Mathematics"
"Strained Si Technology for Advanced Low Power CMOS Integrated Circuit Technology)","Technology"
"A computational efficiency analysis of a range of iterative methods for the solution of Navier Stokes Equations.","Technology"
"Growth and characterisation of magnetic semiconductor oxides.","Physics"
"Generation of a novel Scc1 allele","Biology"
"Impact of telomere mutations on vertebrate cells","Biology"
"Growth of room temperature conducting ferromagnetic semiconductor electrodes for spintronic applications.","Physics"
"Determination of the effect of the SFV vector on a squamous cell carcinoma cell line","Biology"
"The study of hydrogenophilic acetogens (homoacetogens) in anaerobic sludge: in-reactor studies of the role of homoacetogens.","Technology"
"Construction of mutants to elucidate the interplay between novel regulators of iron responsive genes in Sinorhizobium meliloti.","Biology"
"Proteomic analysis of cellular extracts","Biology"
"SELDI analysis of cell culture supernatants","Biology"
"Control of structure and reactivity in the aromatisation of oxidative metabolites of benzene substrates","Others"
"Synthesis and characterisation of Si/CdTe/X (X= Bi and Co) and Si/Au/Bi thin films","Chemistry"
"Biological effects of magnetic fields","Physics"
"Growth  and characterisation of magnetic semiconductors","Physics"
"Physics and applications of semiconductor lasers and LEDs","Physics"
"The importance of lasers & optics in  communications technologies","Physics"
"The immune system and leukaemia","Biology"
"The immune system and leukaemia","Biology"
"Development of opaline photonic materials","Physics"
"Bacterial-host interactions in cystic fibrosis","Biology"
"How viruses avoid the immune system","Biology"
"Examining genes involved in drug resistance of the yeast Candida","Biology"
"Live cell imaging of lung cell transformation when deprived of oxygen","Biology"
"Desiccation tolerance genes in nematode worms","Biology"
"Star Supplement","Others"
"Sentient computing","Technology"
"Extreme ultra-violet light source development","Engineering"
"Developing a real-time pH sensor for clinical use","Biology"
"Symmetry in the electronic structure of fullerenes","Others"
"Computational analysis of synaptic events","Technology"
"Modelling flux control in the nerve terminal","Mathematics"
"Platelet releasate effects on leukocyte-endothelial cell interactions","Biology"
"Identification of specific genes in bacteria-infecting viruses","Biology"
"Immunological investigation of the tail structure of a lactococcal bacteriophage","Biology"
"A bioinformatics approach to phage genomics and comparative analysis","Biology"
"Genetics of Alzheimers disease","Biology"
"Exploring the expression of programmed cell death (apoptosis) regulating proteins in the eye","Biology"
"Membrane protein production purification structural  and functional analysis","Biology"
"Membrane protein production purification structural  and functional analysis","Biology"
"Evaluating a cell line as a lung injury model","Biology"
"Developing novel therapeutics for jaundice","Biology"
"Development of 3-D medical imaging technologies","Biology"
"Atom trapping and applications in future","Technology"
"ZnO nanowire templates for binding chemical agents - towards efficient white light emitters","Chemistry"
"Cell imaging in cancer research","Biology"
"Generating various tissues from adult stem cells","Biology"
"Developing a novel vector for gene therapy","Biology"
"Using reporter genes to evaluate insulin sensitising compounds","Chemistry"
"Examining genes involved in insulin sensitivity","Biology"
"Design fabrication and testing of a diagnostic biochip","Engineering"
"Web-based interactive tests to evaluate  memory-related brain activity","Biology"
"Gene expression and silencing in cells","Biology"
"DNA microarrays as probes for gene expression","Biology"
"Tuneable lasers in communications technology","Physics"
"Analysis and display of geographic spatial data","Technology"
"Analysis and display of geographic spatial data","Technology"
"Properties of neurons from genetically modified mice - towards understanding brain injury","Biology"
"Modelling programmed cell death","Biology"
"Modelling programmed cell death","Biology"
"New drugs to control brain channelopathies","Biology"
"Investigation of substrate specificity of BphK from Burkholderia LB400 using a ferric thiocyanate colorimetric assay to identify a novel substrate with biological significance in PCB degradation.","Biology"
"computer modelling  for rational drug discovery","Technology"
"Systematic profiling of proteins in platelet compartments: identification of signals and effectors of platelet activation.","Biology"
"Using open source software to create a business process friendly language","Technology"
"Using open source software to create a business process friendly language","Technology"
"Observations of the new X-ray transient IGR J00291+5934","Others"
"Ultra high resolution imaging of active galactic nuclei","Physics"
"Investigating compact regions in active galactic nuclei with coordinated optical and radio measurements.","Physics"
"Quantifying specific enzymes in plants","Biology"
"Development of PrPsc specific human antibodies to analyse conformational structures of Scrapie strains in TSE","Technology"
"Development of PrPsc specific human antibodies to analyse conformational structures of Scrapie strains in TSE","Technology"
"Synthesis of novel compounds for evaluation as ligands","Chemistry"
"Conditional Transgenics and Cell Biology of Prion Disease","Biology"
"Synthesis characterisation and oral delivery of novel PEGylated salmon calcitonin conjugates for treatment of osteoporosis","Chemistry"
"Synthesising and investigating the properties of porphyrins","Chemistry"
"Nonplanar tetra-meso-subsituted porphyrins with mixed distortion modes","Others"
"Synthesis and testing of photosensitisers for photodynamic cancer therapy and indication","Chemistry"
"Regulation of papillomavirus gene expression in cervical carcinogenesis: significance to pathogenesis and development of diagnostic and therapeutic agents.","Biology"
"Factors involved in cell viability","Biology"
"A new method to detect functionally and structurally important peptide regions in proteins","Biology"
"Computational analysis of intra and inter-molecular co-variation in key cellular proteins.","Technology"
"UCDs Self-Assessment of Participation of Women in Science Engineering Research and Research Management","Engineering"
"Women in Research at DKIT - A Self Assessment Study of Female Involvement in Science Engineering and Technology Research at Dundalk Institute of Technology","Engineering"
"Assessment of Female Participation in Research and Research Management in the Faculties of Engineering and Science and related disciplines in the Dublin Institute of Technology","Engineering"
"Women in Science and Engineering - supporting the next generation in DCU","Engineering"
